"Year","Newspaper","Art_form","Artist_origin","Artist_time","Format","Aesthetic","Commercial","Political"
"2000","GU","Popular music","Other","Present","Recording","Yes","Yes","Yes"
"2000","GU","Popular music","Domestic","Present","Live","Yes","Yes","Yes"
"2000","GU","Popular music","USA","Present","Recording","Yes","Yes","Yes"
"2000","GU","Classical music","Other Europe","Historical","Live","Yes","Yes","No"
"2000","GU","Classical music","Other Europe","Present","Live","Yes","No","Yes"
"2000","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2000","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2000","GU","Popular music","Other Europe","Present","Recording","Yes","No","No"
"2000","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2000","GU","Popular music","Domestic","Present","Recording","Yes","Yes","No"
"2000","GU","Popular music","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Popular music","Other","Present","Recording","Yes","No","No"
"2000","GU","Popular music","Other Europe","Present","Recording","Yes","Yes","No"
"2000","GU","Classical music","USA","Pre WW2","Recording","Yes","No","Yes"
"2000","GU","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"2000","GU","Classical music","Other","Pre WW2","Recording","Yes","No","Yes"
"2000","GU","Popular music","Other","Present","Recording","Yes","No","No"
"2000","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2000","GU","Popular music","Domestic","Post WW2","Recording","Yes","No","No"
"2000","GU","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"2000","GU","Film","USA","Present","Recording","Yes","No","No"
"2000","GU","Film","USA","Present","Recording","Yes","No","No"
"2000","GU","Film","Other","Pre WW2","Recording","Yes","No","Yes"
"2000","GU","Film","Domestic","Present","Recording","Yes","No","No"
"2000","GU","Theatre","Other Europe","Present","Live","Yes","No","Yes"
"2000","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","Yes"
"2000","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2000","GU","Film","Domestic","Historical","Recording","Yes","Yes","Yes"
"2000","GU","Film","USA","Post WW2","Recording","Yes","No","No"
"2000","GU","Other","Domestic","Present","Live","Yes","No","No"
"2000","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2000","GU","Classical music","Other","Pre WW2","Live","Yes","No","Yes"
"2000","GU","Other","Other","Present","Live","Yes","No","No"
"2000","GU","Popular music","Other","Present","Live","Yes","No","No"
"2000","GU","Classical music","Domestic","Present","Live","Yes","No","No"
"2000","GU","Other","Domestic","Present","Live","Yes","Yes","No"
"2000","GU","Film","Other","Present","Recording","Yes","Yes","Yes"
"2000","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2000","GU","Theatre","Other Europe","Present","Live","Yes","No","Yes"
"2000","GU","Popular music","Domestic","Present","Live","Yes","No","Yes"
"2000","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2000","GU","Literature","USA","Present","Recording","Yes","No","No"
"2000","GU","Film","Other","Post WW2","Recording","Yes","No","Yes"
"2000","GU","Classical music","USA","Pre WW2","Live","Yes","No","No"
"2000","GU","Popular music","USA","Present","Live","Yes","No","No"
"2000","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2000","GU","Fine arts","Other Europe","Historical","Recording","Yes","Yes","Yes"
"2000","GU","Classical music","Domestic","Present","Live","Yes","No","Yes"
"2000","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2000","GU","Popular music","USA","Present","Live","Yes","No","No"
"2000","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2000","GU","Fine arts","USA","Post WW2","Recording","Yes","Yes","Yes"
"2000","GU","Other","Other","Present","Recording","No","No","Yes"
"2000","GU","Film","Other Europe","Present","Recording","Yes","No","Yes"
"2000","GU","Popular music","Other","Present","Live","Yes","Yes","Yes"
"2000","GU","TV","Domestic","Present","Recording","Yes","Yes","No"
"2000","GU","Theatre","Other Europe","Pre WW2","Recording","Yes","No","Yes"
"2000","GU","Other","Domestic","Present","Recording","Yes","No","No"
"2000","GU","Fine arts","Other","Historical","Recording","Yes","No","No"
"2000","GU","Other","USA","Present","Live","Yes","Yes","Yes"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Present","Recording","Yes","Yes","Yes"
"2000","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Historical","Recording","Yes","No","No"
"2000","GU","Literature","Other Europe","Present","Recording","Yes","No","No"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","USA","Present","Recording","Yes","No","No"
"2000","GU","Literature","USA","Present","Recording","Yes","Yes","No"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2000","GU","Other","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2000","GU","Literature","Other","Present","Recording","Yes","No","No"
"2000","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","Yes"
"2000","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","Yes"
"2000","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2000","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2000","GU","Classical music","Other Europe","Historical","Live","Yes","No","Yes"
"2000","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2000","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2000","GU","Other","Domestic","Present","Live","Yes","No","No"
"2000","GU","Fine arts","Domestic","Present","Live","Yes","No","Yes"
"2000","GU","Fine arts","USA","Post WW2","Recording","Yes","No","No"
"2000","GU","Film","USA","Present","Recording","Yes","Yes","Yes"
"2000","GU","Other","Domestic","Present","Recording","Yes","No","Yes"
"2000","GU","Popular music","Other","Present","Live","Yes","Yes","No"
"2000","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2000","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2000","GU","Classical music","Other Europe","Historical","Live","Yes","No","Yes"
"2000","GU","Film","Other","Present","Recording","Yes","No","Yes"
"2000","GU","Popular music","USA","Present","Recording","Yes","Yes","Yes"
"2000","GU","Theatre","Domestic","Present","Live","Yes","Yes","Yes"
"2000","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2000","GU","Film","Domestic","Present","Recording","Yes","Yes","No"
"2000","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2000","GU","Popular music","Domestic","Post WW2","Recording","Yes","Yes","No"
"2000","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2000","GU","Popular music","USA","Present","Recording","Yes","Yes","No"
"2010","GU","Theatre","Domestic","Post WW2","Live","Yes","No","No"
"2010","GU","Other","Other","Historical","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","GU","Classical music","Other","Pre WW2","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Historical","Live","Yes","No","Yes"
"2010","GU","Theatre","USA","Present","Live","Yes","No","Yes"
"2010","GU","Other","Domestic","Present","Live","Yes","No","No"
"2010","GU","Film","USA","Present","Recording","Yes","No","No"
"2010","GU","Theatre","Other","Pre WW2","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","GU","Other","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Film","USA","Present","Recording","Yes","Yes","No"
"2010","GU","Popular music","Domestic","Present","Live","Yes","Yes","No"
"2010","GU","Other","Other","Present","Live","Yes","No","Yes"
"2010","GU","Theatre","Other Europe","Post WW2","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","GU","Popular music","Other","Present","Live","Yes","No","No"
"2010","GU","Other","Other Europe","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","Yes"
"2010","GU","Theatre","Other","Present","Live","Yes","Yes","Yes"
"2010","GU","Theatre","Domestic","Present","Live","Yes","Yes","No"
"2010","GU","Theatre","Domestic","Post WW2","Live","Yes","No","Yes"
"2010","GU","Classical music","Other","Pre WW2","Live","Yes","No","No"
"2010","GU","Classical music","Other Europe","Present","Live","Yes","No","No"
"2010","GU","Other","Domestic","Present","Live","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","GU","Film","USA","Present","Recording","Yes","No","No"
"2010","GU","Film","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","Yes","No"
"2010","GU","Film","Other Europe","Present","Recording","No","No","Yes"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Film","USA","Post WW2","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Live","Yes","Yes","Yes"
"2010","GU","Popular music","USA","Present","Recording","Yes","Yes","No"
"2010","GU","Film","USA","Present","Recording","No","Yes","Yes"
"2010","GU","Classical music","Other Europe","Present","Live","Yes","No","No"
"2010","GU","Popular music","Other Europe","Pre WW2","Live","Yes","No","Yes"
"2010","GU","Film","USA","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Film","Other","Pre WW2","Recording","Yes","No","Yes"
"2010","GU","Film","Other Europe","Post WW2","Recording","Yes","Yes","No"
"2010","GU","Film","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Film","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Film","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Film","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Film","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Post WW2","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","No","Yes","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","No","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Classical music","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Classical music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","GU","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","Yes"
"2010","GU","Classical music","Domestic","Pre WW2","Recording","Yes","Yes","No"
"2010","GU","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Fine arts","Other Europe","Historical","Live","Yes","No","Yes"
"2010","GU","Classical music","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","USA","Post WW2","Live","Yes","No","Yes"
"2010","GU","Fine arts","Other Europe","Pre WW2","Recording","Yes","Yes","No"
"2010","GU","Theatre","Other Europe","Historical","Live","Yes","No","No"
"2010","GU","Classical music","USA","Pre WW2","Live","Yes","No","No"
"2010","GU","Popular music","USA","Present","Live","Yes","No","No"
"2010","GU","Other","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","TV","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","Yes","Yes"
"2010","GU","Film","Other Europe","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Post WW2","Recording","No","Yes","Yes"
"2010","GU","Literature","Domestic","Historical","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","No","Yes","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","No"
"2010","GU","Literature","Other","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other Europe","Present","Live","No","No","Yes"
"2010","GU","Literature","Domestic","Pre WW2","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"2010","GU","Theatre","Domestic","Present","Live","No","No","Yes"
"2010","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Post WW2","Recording","No","No","Yes"
"2010","GU","Fine arts","Other Europe","Historical","Live","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"2010","GU","Literature","Other","Present","Recording","No","No","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Popular music","Other","Present","Live","Yes","Yes","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","GU","Popular music","USA","Present","Live","Yes","Yes","No"
"2010","GU","Film","USA","Post WW2","Recording","Yes","No","No"
"2010","GU","Other","Domestic","Post WW2","Live","No","Yes","No"
"2010","GU","Classical music","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","Yes"
"2010","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","GU","Classical music","Other Europe","Historical","Live","Yes","No","Yes"
"2010","GU","Theatre","Domestic","Pre WW2","Live","Yes","No","Yes"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Other","Other Europe","Present","Recording","No","No","No"
"2010","GU","Popular music","Domestic","Present","Live","Yes","Yes","Yes"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","GU","Fine arts","Domestic","Historical","Live","Yes","No","Yes"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","GU","Popular music","Domestic","Post WW2","Live","Yes","No","Yes"
"2010","GU","Popular music","Domestic","Present","Live","No","Yes","Yes"
"2010","GU","Popular music","Other","Present","Live","No","No","Yes"
"2010","GU","Film","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Film","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Film","Other Europe","Present","Recording","Yes","Yes","Yes"
"2010","GU","Popular music","USA","Present","Recording","Yes","Yes","Yes"
"2010","GU","Film","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","GU","Film","USA","Present","Recording","Yes","No","No"
"2010","GU","Film","Other","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Film","USA","Present","Recording","Yes","No","No"
"2010","GU","Film","Domestic","Post WW2","Recording","Yes","No","No"
"2010","GU","Film","USA","Present","Recording","Yes","No","No"
"2010","GU","Film","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Film","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Film","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Other Europe","Present","Recording","Yes","Yes","No"
"2010","GU","Popular music","Other","Present","Live","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Popular music","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Classical music","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","Yes"
"2010","GU","Classical music","Other","Pre WW2","Recording","Yes","No","No"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","GU","Classical music","Other","Pre WW2","Recording","Yes","No","No"
"2010","GU","Film","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Popular music","USA","Present","Recording","Yes","No","No"
"2010","GU","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","GU","Other","Other","Pre WW2","Live","Yes","No","No"
"2010","GU","Popular music","USA","Present","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","GU","Popular music","USA","Present","Live","Yes","No","Yes"
"2010","GU","Popular music","Domestic","Present","Live","No","No","Yes"
"2010","GU","Film","Other","Present","Recording","No","Yes","Yes"
"2010","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","Yes"
"2010","GU","Popular music","Other","Present","Live","Yes","Yes","No"
"2010","GU","Popular music","Other","Present","Live","Yes","No","No"
"2010","GU","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","Domestic","Historical","Live","Yes","No","No"
"2010","GU","Other","Other","Present","Live","Yes","Yes","Yes"
"2010","GU","TV","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","GU","Other","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Post WW2","Live","Yes","No","No"
"2010","GU","Classical music","Other","Pre WW2","Live","Yes","No","No"
"2010","GU","Other","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","TV","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Classical music","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","USA","Present","Live","No","No","No"
"2010","GU","Popular music","USA","Present","Recording","No","Yes","No"
"2010","GU","Literature","Other","Present","Live","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","Yes","No"
"2010","GU","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Other Europe","Historical","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Other","Post WW2","Recording","No","No","Yes"
"2010","GU","Literature","USA","Historical","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Historical","Recording","No","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Post WW2","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Historical","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","Yes","No"
"2010","GU","Fine arts","Domestic","Present","Live","Yes","No","No"
"2010","GU","Literature","Domestic","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","No","No","No"
"2010","GU","Other","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","GU","Popular music","Other Europe","Present","Live","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","TV","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","GU","Literature","USA","Post WW2","Recording","Yes","Yes","Yes"
"2010","GU","Literature","Other","Historical","Recording","No","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","Yes","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other Europe","Present","Live","No","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Post WW2","Recording","No","No","No"
"2010","GU","Literature","Domestic","Post WW2","Recording","Yes","Yes","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Pre WW2","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","No","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","Yes","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","GU","Other","Domestic","Present","Recording","No","No","Yes"
"2010","GU","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","Yes","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other Europe","Present","Recording","Yes","No","No"
"2010","GU","Other","Domestic","Post WW2","Recording","No","No","Yes"
"2010","GU","Literature","Other Europe","Pre WW2","Recording","No","Yes","No"
"2010","GU","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"2010","GU","Literature","Other Europe","Post WW2","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Pre WW2","Recording","No","No","No"
"2010","GU","Fine arts","Other Europe","Historical","Live","Yes","No","Yes"
"2010","GU","Other","Domestic","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","USA","Post WW2","Recording","Yes","No","Yes"
"2010","GU","Literature","Other","Present","Recording","No","No","No"
"2010","GU","Literature","Other","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","No"
"2010","GU","Literature","Other","Present","Recording","Yes","No","No"
"2010","GU","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","GU","Literature","Other Europe","Historical","Recording","Yes","No","No"
"2010","GU","Literature","Domestic","Historical","Recording","No","No","Yes"
"2010","GU","Literature","Other","Present","Recording","No","No","Yes"
"2010","GU","Literature","USA","Present","Recording","No","No","Yes"
"2010","GU","Literature","Other Europe","Present","Recording","Yes","No","Yes"
